19177018654,2023-06-03 02:13:07,,外形外观：紫色骚气不失沉稳，真是好看;屏幕音效：屏幕纯净丝滑，像女友的大腿，音效也很奈斯;拍照效果：普通模式也完全够用，清晰，如图拍照还是不错的;运行速度：前所未有的流畅;待机时间：电池怎么说呢，有时候感觉很耐用，有时候掉电有很快，有待加强;其他特色：第一次在京东买手机，体验很不错，妥妥的迅速，有保障。我家咪咪让我给个五星好评
19154730197,2023-05-28 10:34:03,,外形外观：喜欢?，盯了很久了;屏幕音效：完美，试了跟踪音效，不错;拍照效果：三摄还是好呀;运行速度：快就一个字;待机时间：没试出来呢，才用了一天;看了很长时间了，终于在苹果自营店购买了。快递速度真是快呀，下单后半小时就送到了。点个赞。开机串码什么都正常，点个赞。哈哈?，确实很不错哦。苹果自营店，信得过。视频加了手机壳的。
19131370132,2023-05-21 09:24:20,,外形外观：大气，手感好，轻，;屏幕音效：声音大，音质浑厚，;拍照效果：一流，特别清晰，;运行速度：流畅，非常流畅，特别流畅，;待机时间：一整天，根本用不完，;其他特色：好看，白色漂亮，充电快，
19165468190,2023-05-31 11:59:33,,安全下车，还是黑色最帅最耐看，新机子果然不一样，拍照很高清，苹果就是流畅，哈哈，喜欢不出问题，;屏幕音效：超级棒，运行速度快。
19139062318,2023-05-23 16:11:44,,安全下车！！！！;外形外观：好看?白色！！！;拍照效果：非常好！;运行速度：很快，比安卓快;其他特色：看我开箱视频;待机时间：没有任何问题
19114966848,2023-05-15 21:39:54,,"外形外观:苹果的风格，硬朗，角明显，紫色很好看;;屏幕音效:显示清晰细腻，音质好元噪音，音量正常;;拍照效果:拍照效果很好，照片质量很好;;运行速度:运行反应速度灵敏;;待机时间:待机非常给力，;;其他特色:苹果的系统，用着省心，京东自营质量;;有保障,物流非常给力,快递员服务态度非常好"
19152600490,2023-05-27 16:11:57,,拍照清晰续航很好运行畅快;趁着降价入了 iPhone 14 Pro ，暗夜紫，上手感觉非常不错 在光线稍微暗的地方，这个紫色看起来就和暗黑色，非常好看，变色的感觉也挺别致。
19161277613,2023-05-30 06:27:23,,外形外观：外形外观很好看，苹果一流的设计简直不要太好看了吧，拿在手上有范亮眼！！！简直是绝了;屏幕音效：屏幕好清晰感觉比2k还好，丝滑顺畅;拍照效果：拍照很好看，画质贼好，一如既往的66666;运行速度：毫无压力啊！大型游戏随便上，根本不带卡的;待机时间：待机时间很长，很不错，电池大吧
19173600344,2023-06-02 11:31:01,,"外形外观：外观简约大气上档次，低调奢华有内涵。;屏幕音效：音质舒服，音效很不错。;拍照效果：长焦拍照效果惊喜，4800W像素超级能打，照片看着就很有质感。;运行速度：不错;待机时间：电池续航能力强，待机时间长，基本一天一充，不玩游戏什么的电量足够了。;其他特色：想升级手机，喜欢拍照的推荐14pro,拍照效果杠杠的。"
19158146550,2023-05-29 09:39:33,,外形外观：外形尺寸大小合适，外观漂亮大气上档次??;屏幕音效：屏幕显示效果很好，色彩鲜艳，很细腻！;拍照效果：拍照杠杠的，各种功能太多了！;运行速度：运行速度很快。果机的强项！;待机时间：待机一天左右吧
19171064316,2023-06-01 19:03:04,,给媳妇买的14pro  手感大小刚刚好，白色适合女生用，618价格还算满意，京东物流还是一如既往的快，第二天就到了。整体满意;屏幕音效：这代pro屏幕真心不错，激发亮度也很高  室外也看着不费眼。苹果的音效还是杠杠的  双扬声器的效果不错;拍照效果：一般，自然 但不好看。录像很好;运行速度：顺滑，不玩游戏够用。;待机时间：一般般，轻度使用勉强一天吧
