19173669927,2023-06-02 11:47:13,★,刚买完就降价！你真可以！
19182580366,2023-06-04 11:02:58,★,还不错，刚买就便宜500块钱
19187491021,2023-06-05 11:58:03,★,不送货上门，导致货品丢失
19190141148,2023-06-05 21:59:36,★,刚买了两周就降价了，便宜了400多
19180147691,2023-06-03 18:41:32,★,价保周期短，不支持退货重新下单。
19189289945,2023-06-05 18:53:16,★,投诉工号:239996客服，服务态度差
19181721716,2023-06-04 06:33:35,★,有麻子点点 其他没有问题 哎
19169639233,2023-06-01 13:13:03,★,买的充电器，送要3天还不退款
19177288559,2023-06-03 08:06:57,★,不给补差价真的服了啊
19173177066,2023-06-02 10:06:01,★,买完第二天就降价？然后客服只会说抱歉？
19180039818,2023-06-03 18:16:01,★,买了半个月不到就降价几百
19189975600,2023-06-05 21:25:13,★,手机不咋的，而且不好用还以各种理由不退货
19168199256,2023-06-01 03:35:42,★,这**才买不到9天又降价了
19164138572,2023-05-30 22:15:45,★,买了第二天就掉价，还不给保价
19170272093,2023-06-01 15:58:13,★,买了几天就降价，还没有人工客服
19186202846,2023-06-05 01:29:00,★,物流竟然送错 摄像头有异物 翻新机
19171989022,2023-06-01 22:20:12,★,买贵了 买了半个月就便宜了一百多 不好的一次消费
19171181488,2023-06-01 19:28:34,★,才买就降价，居然没价保，不敢相信京东了
19160605195,2023-05-29 21:19:47,★,买完就降价还不能补差价
19183577946,2023-06-04 14:38:48,★,买了三天说传声筒有问题，商家还不让退货
19164500448,2023-05-31 02:00:05,★,降价了 几天便宜了四百 心头不爽?
19180388762,2023-06-03 19:32:55,★,保价期间一过就降价。摄像头拍照会动一下。
19166091785,2023-05-31 15:21:28,★,七天保价八天降，有什么意义
19166143802,2023-05-31 15:37:25,★,昨天刚买今天降价 100 不给补差价，服服的
19164693415,2023-05-31 07:53:39,★,刚买了就降价，无线网链接还不顺畅
19183353434,2023-06-04 13:45:11,★,货已收到，找专业技术人员检查是否是正品再决定好不好。
19156656281,2023-05-28 18:59:58,★,手机都没收到直接显示到货了
19164564382,2023-05-31 05:44:56,★,商品不错，就是第二天就降价二百，属实心塞
19168584857,2023-06-01 08:55:46,★,才卖一个礼拜就降价了几百，还不给保价
19158122337,2023-05-29 09:31:00,★,说的是收到货7天降价有保价   不给保价
19173305907,2023-06-02 10:32:20,★,直接这样配送，外包装都没有
19191154084,2023-06-06 09:31:07,★,该说不说 七八千买个手机打王者掉帧发热卡屏
19178179831,2023-06-03 11:40:19,★,才买了三天喇叭呲啦呲啦有杂音 避雷
19189832860,2023-06-05 20:52:53,★,未拆封前查序列号显示保修日期，咨询客服告诉我查的不对。
19157682897,2023-05-29 01:22:43,★,刚买了几天就降100块了，呵呵
19168015202,2023-05-31 23:58:54,★,说的价保618   买贵退差  结果只有七天的价保
19165328002,2023-05-31 11:18:52,★,一个月不到就降价几百
19166871983,2023-05-31 19:16:48,★,包装简陋，就不能包好一点吗
19168198302,2023-06-01 03:04:37,★,买完就降价，还不给价保，真的就呵呵了
19159144912,2023-05-29 14:20:24,★,周六买，周一降价100 真心不错
19190576749,2023-06-06 00:39:31,★,刚拿到手就又降价了申请保价还说我是秒杀不给保 再相信京东我是**
19166396674,2023-05-31 16:52:53,★,买完就降价，才几天，降了500
19160149248,2023-05-29 19:14:29,★,差就完了，不想多说，拜拜
19163268353,2023-05-30 17:49:27,★,买不到才几天？就降了300，还没有30天保价！
19175783470,2023-06-02 19:37:00,★,这么误差我是不能接受的，看着是真的丑
19167256964,2023-05-31 20:46:21,★,手机还是不错 售后拉胯 隔一天就降100 价保就退20
19162244286,2023-05-30 12:30:21,★,刚到手激活三天就活动降价了，申请价保按发货时间计算不太合理
19164631532,2023-05-31 07:09:07,★,买了几天降价200，还不让退还差价
19167967376,2023-05-31 23:40:11,★,买了才十天左右既然有活动又降价几百。这让我们情何以堪。
19192684297,2023-06-06 15:25:59,★,手机确实不错没毛病，就是买完十天又降价，妥妥***
19171203460,2023-06-01 19:34:40,★,卡着618的点，不给退差价，还要说是客户自己的问题，
19171455886,2023-06-01 20:26:43,★,没有收到货就降价20元，说退差价到现在也没有退
19165760328,2023-05-31 13:30:55,★,自从上个月买了就一直降价
19175142677,2023-06-02 17:16:02,★,左上角摄像头有灰尘买的时候注意！！！客服一直搪塞
19169130548,2023-06-01 11:12:01,★,刚买完一天就降价，还说保价7天，这不扯淡吗
19159389698,2023-05-29 15:38:43,★,买完第八天就降价，真就呵呵了
19183844155,2023-06-04 15:37:16,★,电池有问题，1个多小时损失电量40%
19168024239,2023-06-01 00:04:15,★,一个月不到就降价500元，买得越早越吃亏！
19171455933,2023-06-01 20:28:58,★,再也不买了 便宜没好货 大家还是去实体店买
19057275110,2023-04-26 10:25:17,★,7天价格保护呵呵，立刻降价
19096437116,2023-05-09 16:59:13,★,差，刚买没几天就差几百
19174030915,2023-06-02 13:05:25,★,电池不行，联系客服也不处理
19103848129,2023-05-12 09:06:20,★,到手不到一个星期掉价300元
19125366285,2023-05-19 09:30:13,★,一个礼拜调两次价格 一天比一天便宜
19126174529,2023-05-19 13:42:08,★,买了半个月就掉价300，下头，
19105298043,2023-05-12 17:18:54,★,服了 刚买半个月就又降下300
19157973283,2023-05-29 08:38:59,★,买了几天就降价，申请保价说只有七天保价服务，
19105828957,2023-05-12 20:24:53,★,一个月一个价，价格战玩的花里胡哨
19175818823,2023-06-02 19:43:28,★,同样打着618活动才两天又降两百多这不是@？还保不了价
19150579570,2023-05-26 23:37:14,★,别买刚买完就降价保价根本没用
19109054194,2023-05-13 22:53:43,★,到手没几天降价三百块钱、多多少少不太平衡
19109817686,2023-05-14 10:23:25,★,刚收到货，就降价了.来电声音小，不推荐买
19108164648,2023-05-13 17:25:15,★,6号下的单，这才几天就降了300&hellip;&hellip;
19170934197,2023-06-01 18:33:08,★,新机器这么花？送女朋友没面子
19113011578,2023-05-15 11:15:10,★,一过价保期限就降价，好一个东子！
19068729840,2023-04-29 20:37:40,★,个人体验哈，还是安卓方便。
19109257841,2023-05-14 01:33:18,★,刚买完一天就降价三百？
18753250836,2023-02-05 16:01:16,★,刚买7天就降价，还不能保价。真拉
19038054691,2023-04-20 10:14:50,★,不是本人签收，电话也不打
19139251353,2023-05-23 17:10:38,★,才买了半个月降价一千多？呵呵呵
19095853500,2023-05-09 13:39:23,★,刚买就降价?现在才6千多了
19166770000,2023-05-31 18:49:22,★,降价真快，才买没多久就降价，还不给补差价
18752090799,2023-02-05 10:03:07,★,刚买一个月就降价，还过了保价期！！
18867511335,2023-03-07 11:01:26,★,运行多款APP卡死 不给换
19003316605,2023-04-08 21:37:29,★,快十天了 联系售后什么消息没有
19096234673,2023-05-09 15:52:34,★,买完保价期正好过马上就降价了，真是不值
18761826416,2023-02-08 08:59:14,★,刚买就降价？还降这么多？
18758425543,2023-02-07 08:36:53,★,不给加保。 三天一个星期降了700
18784726520,2023-02-14 14:52:04,★,刚买完第七天就降价300什么心情
18818696044,2023-02-23 08:09:49,★,买了就降价800，找客服也不补差价
18751912481,2023-02-05 08:57:59,★,真是醉了，过年前买的 过完年就降价了 搞心态呢？
18776206101,2023-02-12 05:27:41,★,刚买7天就降价1千 我是冤种
18788815807,2023-02-15 18:35:55,★,真是了不起刚买不到一个月降价800
18866412910,2023-03-06 22:17:49,★,刚买就降价，还不退差价
19147519375,2023-05-26 06:16:32,★,没几天就掉价，还不给保价
18751714987,2023-02-05 03:17:16,★,刚买完就降价，还不能保价
18783023908,2023-02-13 22:59:20,★,刚买没几天就降八百，我服了
19140381032,2023-05-23 23:07:30,★,为什么信号这么差？是正品吗？
19071916045,2023-05-01 00:11:10,★,买的时候这么贵过期了就降价了
18891046963,2023-03-13 00:30:17,★,下午刚拿回来晚上玩手机就烫手
18791347290,2023-02-16 14:43:44,★,刚买完就降价 还不给退差价
18781310684,2023-02-13 15:05:46,★,刚买了不到半个月就降价了，**
18759300800,2023-02-07 12:54:39,★,刚过价保就降价  大家擦亮眼睛再购买
18895836814,2023-03-13 21:32:04,★,才买一个月就开始掉价
